feedback_id,store_id,region,date,rating,category,comment,resolved,channel
FB-00167,M-0002,Midwest,2024-10-18,3,App Experience,Drink was okay but took longer than usual.,True,App
FB-00103,S-0003,Southeast,2024-10-19,4,Cleanliness,Clean store and helpful staff.,True,Email Survey
FB-00052,N-0007,Northeast,2024-10-19,4,App Experience,Good experience overall.,True,In-Store Kiosk
FB-00004,PN-0005,Pacific Northwest,2024-10-19,5,Drink Quality,Staff was incredibly friendly and welcoming.,True,In-Store Kiosk
FB-00600,N-0001,Northeast,2024-10-20,5,Food Quality,Excellent service!,True,Email Survey
FB-00438,N-0008,Northeast,2024-10-20,3,Staff Friendliness,Store was a bit crowded.,True,App
FB-00355,S-0008,Southwest,2024-10-21,4,Cleanliness,Good experience overall.,True,Google Review
FB-00086,M-0008,Midwest,2024-10-22,2,Food Quality,App charged me but order wasn't ready.,True,In-Store Kiosk
FB-00253,S-0008,Southwest,2024-10-22,3,Food Quality,Drink was okay but took longer than usual.,True,App
FB-00147,M-0009,Mountain,2024-10-25,5,Cleanliness,Staff was incredibly friendly and welcoming.,True,In-Store Kiosk
FB-00206,M-0010,Midwest,2024-10-25,3,Staff Friendliness,"Barista seemed new, but got it right eventually.",True,App
FB-00579,S-0010,Southeast,2024-10-26,5,Drink Quality,Excellent service!,True,Email Survey
FB-00592,WC-0005,West Coast,2024-10-27,3,Drink Quality,Store was a bit crowded.,True,Email Survey
FB-00525,WC-0003,West Coast,2024-10-28,5,Drink Quality,App order was ready early.,True,In-Store Kiosk
FB-00352,N-0002,Northeast,2024-11-01,4,Cleanliness,Drink was good but had a short wait.,True,Google Review
FB-00382,WC-0007,West Coast,2024-11-02,5,Cleanliness,Love the new seasonal menu.,True,Google Review
FB-00247,WC-0007,West Coast,2024-11-03,4,Staff Friendliness,Good experience overall.,True,In-Store Kiosk
FB-00053,M-0010,Mountain,2024-11-03,5,Drink Quality,Barista remembered my order.,True,App
FB-00231,S-0008,Southeast,2024-11-05,4,App Experience,Drink was good but had a short wait.,True,Google Review
FB-00152,S-0006,Southeast,2024-11-06,4,Drink Quality,Drink was good but had a short wait.,True,In-Store Kiosk
FB-00170,S-0004,Southeast,2024-11-07,4,App Experience,Clean store and helpful staff.,True,Email Survey
FB-00517,M-0009,Mountain,2024-11-08,4,Food Quality,Usually consistent quality.,True,App
FB-00141,M-0006,Mid-Atlantic,2024-11-10,4,Cleanliness,Drink was good but had a short wait.,True,Email Survey
FB-00448,S-0009,Southwest,2024-11-11,4,Drink Quality,Clean store and helpful staff.,True,In-Store Kiosk
FB-00429,N-0003,Northeast,2024-11-11,5,App Experience,My drink was perfect.,True,Google Review
FB-00330,S-0005,Southeast,2024-11-13,2,Food Quality,App charged me but order wasn't ready.,True,Email Survey
FB-00082,M-0006,Mountain,2024-11-13,5,Drink Quality,Fastest drive-thru I've been to.,True,In-Store Kiosk
FB-00158,S-0006,Southwest,2024-11-14,4,Service Speed,Usually consistent quality.,True,In-Store Kiosk
FB-00088,M-0004,Mountain,2024-11-15,3,App Experience,"Average visit, nothing special.",True,Google Review
FB-00527,N-0007,Northeast,2024-11-20,2,Drink Quality,Long wait with no update.,True,Google Review
FB-00342,M-0003,Midwest,2024-11-21,5,Food Quality,My drink was perfect.,True,App
FB-00310,WC-0003,West Coast,2024-11-21,3,Cleanliness,Store was a bit crowded.,True,In-Store Kiosk
FB-00260,M-0008,Mountain,2024-11-22,4,App Experience,Clean store and helpful staff.,True,App
FB-00543,S-0010,Southwest,2024-11-24,4,Service Speed,Mobile app worked great today.,True,In-Store Kiosk
FB-00214,PN-0004,Pacific Northwest,2024-11-24,4,App Experience,Good experience overall.,True,App
FB-00069,PN-0007,Pacific Northwest,2024-11-26,5,Staff Friendliness,Fastest drive-thru I've been to.,True,In-Store Kiosk
FB-00324,M-0005,Mountain,2024-11-26,4,Loyalty Rewards,Drink was good but had a short wait.,True,In-Store Kiosk
FB-00022,M-0003,Midwest,2024-11-27,2,Food Quality,Long wait with no update.,False,App
FB-00583,WC-0005,West Coast,2024-11-27,3,Staff Friendliness,Drink was okay but took longer than usual.,True,Email Survey
FB-00572,PN-0001,Pacific Northwest,2024-11-29,4,Loyalty Rewards,Drink was good but had a short wait.,True,Email Survey
FB-00502,PN-0004,Pacific Northwest,2024-11-30,2,Food Quality,Long wait with no update.,False,In-Store Kiosk
FB-00036,WC-0005,West Coast,2024-11-30,3,Staff Friendliness,"Barista seemed new, but got it right eventually.",True,Google Review
FB-00465,M-0008,Mid-Atlantic,2024-12-01,3,Loyalty Rewards,"Average visit, nothing special.",True,Google Review
FB-00409,PN-0006,Pacific Northwest,2024-12-01,4,Drink Quality,Clean store and helpful staff.,True,App
FB-00433,M-0003,Mountain,2024-12-02,4,App Experience,Good experience overall.,True,App
FB-00445,WC-0007,West Coast,2024-12-02,4,Food Quality,Clean store and helpful staff.,True,Email Survey
FB-00564,M-0001,Mountain,2024-12-03,4,Service Speed,Clean store and helpful staff.,True,Google Review
FB-00526,WC-0002,West Coast,2024-12-05,4,App Experience,Mobile app worked great today.,True,In-Store Kiosk
FB-00505,N-0005,Northeast,2024-12-06,3,App Experience,"Average visit, nothing special.",True,In-Store Kiosk
FB-00481,M-0004,Mountain,2024-12-07,5,Loyalty Rewards,Excellent service!,True,Email Survey
FB-00378,PN-0008,Pacific Northwest,2024-12-07,4,Service Speed,Usually consistent quality.,True,Email Survey
FB-00268,PN-0009,Pacific Northwest,2024-12-08,5,Food Quality,App order was ready early.,True,App
FB-00566,S-0005,Southwest,2024-12-11,4,Drink Quality,Usually consistent quality.,True,Google Review
FB-00039,WC-0007,West Coast,2024-12-13,5,Service Speed,Fastest drive-thru I've been to.,True,Google Review
FB-00046,N-0002,Northeast,2024-12-14,3,App Experience,"Barista seemed new, but got it right eventually.",True,In-Store Kiosk
FB-00041,S-0005,Southeast,2024-12-14,4,Loyalty Rewards,Mobile app worked great today.,True,Google Review
FB-00531,PN-0001,Pacific Northwest,2024-12-15,5,App Experience,Fastest drive-thru I've been to.,True,Google Review
FB-00014,M-0007,Mid-Atlantic,2024-12-16,4,Service Speed,Mobile app worked great today.,True,Email Survey
FB-00148,WC-0001,West Coast,2024-12-18,3,App Experience,"Barista seemed new, but got it right eventually.",True,App
FB-00510,S-0010,Southeast,2024-12-18,5,Food Quality,Barista remembered my order.,True,Email Survey
FB-00559,N-0007,Northeast,2024-12-18,3,Service Speed,"Barista seemed new, but got it right eventually.",True,App
FB-00532,M-0006,Mountain,2024-12-19,4,Service Speed,Good experience overall.,True,Google Review
FB-00228,M-0004,Midwest,2024-12-20,5,Food Quality,Excellent service!,True,In-Store Kiosk
FB-00100,M-0007,Midwest,2024-12-20,2,Staff Friendliness,Store was not clean.,True,In-Store Kiosk
FB-00001,M-0010,Midwest,2024-12-21,3,Food Quality,Drink was okay but took longer than usual.,True,Google Review
FB-00286,PN-0008,Pacific Northwest,2024-12-23,2,Drink Quality,Out of my usual syrup again.,True,Email Survey
FB-00482,M-0003,Midwest,2024-12-24,3,App Experience,"Average visit, nothing special.",True,In-Store Kiosk
FB-00512,S-0003,Southeast,2024-12-24,2,Drink Quality,App charged me but order wasn't ready.,True,App
FB-00524,M-0004,Mid-Atlantic,2024-12-24,3,Staff Friendliness,"Average visit, nothing special.",True,In-Store Kiosk
FB-00568,M-0007,Mountain,2024-12-25,3,App Experience,Drink was okay but took longer than usual.,True,Google Review
FB-00138,M-0002,Mid-Atlantic,2024-12-25,5,Cleanliness,Love the new seasonal menu.,True,Email Survey
FB-00580,PN-0003,Pacific Northwest,2024-12-26,5,Cleanliness,My drink was perfect.,True,Email Survey
FB-00096,M-0009,Mid-Atlantic,2024-12-29,3,Service Speed,Drink was okay but took longer than usual.,True,Google Review
FB-00334,M-0010,Mountain,2024-12-30,2,Loyalty Rewards,Long wait with no update.,True,App
FB-00309,N-0010,Northeast,2024-12-31,4,Staff Friendliness,Drink was good but had a short wait.,True,In-Store Kiosk
